iter	Passed	Remaining
175	264	1237
176	264	1231
177	265	1225
178	266	1220
179	266	1214
180	266	1207
181	267	1202
182	268	1196
183	268	1190
184	269	1185
185	269	1180
186	270	1174
187	270	1168
188	271	1163
189	271	1158
190	272	1152
191	272	1147
192	273	1142
193	273	1137
194	274	1132
195	274	1127
196	275	1122
197	275	1117
198	276	1112
199	276	1107
200	277	1103
201	278	1098
202	278	1093
203	279	1088
204	279	1084
205	280	1079
206	280	1075
207	281	1070
208	281	1066
209	282	1062
210	282	1057
211	283	1053
212	284	1049
213	284	1045
214	285	1041
215	285	1036
216	286	1032
217	286	1029
218	287	1024
219	287	1020
220	288	1017
221	288	1012
222	289	1008
223	290	1004
224	290	1000
225	291	996
226	291	993
227	292	989
228	292	985
229	293	981
230	293	977
231	294	973
232	294	970
233	295	966
234	295	963
235	296	959
236	296	955
237	297	952
238	297	948
239	298	945
240	298	941
241	299	937
242	299	934
243	300	931
244	301	927
245	301	924
246	302	921
247	302	917
248	303	914
249	303	911
250	304	907
251	304	904
252	305	901
253	305	898
254	306	894
255	306	891
256	307	888
257	307	884
258	308	881
259	308	878
260	309	875
261	309	872
262	310	869
263	310	866
264	311	863
265	311	860
266	312	857
267	312	854
268	313	851
269	313	848
270	314	845
271	315	843
272	315	840
273	316	837
274	316	835
275	317	832
276	317	829
277	318	826
278	318	823
279	319	820
280	319	817
281	320	815
282	320	812
283	321	809
284	321	806
285	322	804
286	322	801
287	322	798
288	323	795
289	323	792
290	324	790
291	324	787
292	325	784
293	325	781
294	326	779
295	326	776
296	326	773
297	327	771
298	327	768
299	328	765
300	328	763
301	329	760
302	329	758
303	330	755
304	330	753
305	331	750
306	331	748
307	331	745
308	332	743
309	332	740
310	333	738
311	333	735
312	334	733
313	334	730
314	335	728
315	335	726
316	335	723
317	336	721
318	336	718
319	337	716
320	337	714
321	338	711
322	338	709
323	338	707
324	339	705
325	340	703
326	340	701
327	341	699
328	341	697
329	342	695
330	342	693
331	343	690
332	343	688
333	344	686
334	344	684
335	345	682
336	345	680
337	346	678
338	346	676
339	347	674
340	347	672
341	348	670
342	348	668
343	349	666
344	350	664
345	350	662
346	351	660
347	351	658
348	352	656
349	352	654
350	352	652
351	353	650
352	354	648
353	354	647
354	355	645
355	355	643
356	356	641
357	356	639
358	357	637
359	357	635
360	358	634
361	358	632
362	359	630
363	359	628
364	360	627
365	360	625
366	361	623
367	361	621
368	362	619
369	363	618
370	363	616
371	364	614
372	364	612
373	365	611
374	365	609
375	366	607
376	366	606
377	367	604
378	367	602
379	368	600
380	368	599
381	369	597
382	369	595
383	370	593
384	370	592
385	371	590
386	371	589
387	372	587
388	372	585
389	373	583
390	373	581
391	374	580
392	374	578
393	374	576
394	375	574
395	375	573
396	376	571
397	376	569
398	377	568
399	377	566
400	378	564
401	378	563
402	378	561
403	379	559
404	379	558
405	380	556
406	381	555
407	381	553
408	382	552
409	382	550
410	382	548
411	383	547
412	383	545
413	384	543
414	384	542
415	385	540
416	385	539
417	386	537
418	386	536
419	387	534
420	387	533
421	388	531
422	388	529
423	388	528
424	389	526
425	389	525
426	390	523
427	390	522
428	391	520
429	391	519
430	392	517
431	392	516
432	393	514
433	393	513
434	393	511
435	394	510
436	394	508
437	395	507
438	395	505
439	396	504
440	396	502
441	397	501
442	397	499
443	398	498
444	398	497
445	398	495
446	399	494
447	399	492
448	400	491
449	400	489
450	401	488
451	401	486
452	402	485
453	402	484
454	402	482
455	403	481
456	403	479
457	404	478
458	404	477
459	405	475
460	405	474
461	406	473
462	406	471
463	407	470
464	408	469
465	408	468
466	408	466
467	409	465
468	409	464
469	410	462
470	410	461
471	411	460
472	411	458
473	412	457
474	412	455
475	413	454
476	413	453
477	414	452
478	414	450
479	414	449
480	415	448
481	415	446
482	416	445
483	416	444
484	417	443
485	417	441
486	418	440
487	418	439
488	418	437
489	419	436
490	419	435
491	420	433
492	420	432
493	421	431
494	421	430
495	422	429
496	422	427
497	423	426
498	423	425
499	424	424
500	424	422
501	424	421
502	425	420
503	425	419
504	426	418
505	426	416
506	427	415
507	427	414
508	428	413
509	428	411
510	429	410
511	429	409
512	430	408
513	430	407
514	430	405
515	431	404
516	431	403
517	432	402
518	432	401
519	433	399
520	433	398
521	434	397
522	434	396
523	434	395
524	435	393
525	435	392
526	436	391
527	436	390
528	437	389
529	437	388
530	437	386
531	438	385
532	438	384
533	439	383
534	439	382
535	440	381
536	440	379
537	441	378
538	441	377
539	441	376
540	442	375
541	442	374
542	443	373
543	443	372
544	444	370
545	444	369
546	445	368
547	445	367
548	446	366
549	446	365
550	446	364
551	447	363
552	447	361
553	448	360
554	448	359
555	449	358
556	449	357
557	450	356
558	450	355
559	450	354
560	451	353
561	451	352
562	452	351
563	452	349
564	453	348
565	453	347
566	454	346
567	454	345
568	454	344
569	455	343
570	455	342
571	456	341
572	456	340
573	457	339
574	457	338
575	457	337
576	458	336
577	458	335
578	459	333
579	459	332
580	460	331
581	460	330
582	461	329
583	461	328
584	462	327
585	462	326
586	462	325
587	463	324
588	463	323
589	464	322
590	464	321
591	465	320
592	465	319
593	466	318
594	466	317
595	466	316
596	467	315
597	467	314
598	468	313
599	468	312
600	469	311
601	469	310
602	470	309
603	470	308
604	470	307
605	471	306
606	471	305
607	472	304
608	472	303
609	473	302
610	473	301
611	474	300
612	474	299
613	474	298
614	475	297
615	475	296
616	476	295
617	476	294
618	477	293
619	477	292
620	478	291
621	478	290
622	479	290
623	480	289
624	480	288
625	481	287
626	481	286
627	482	285
628	482	284
629	483	283
630	483	282
631	484	281
632	484	281
633	485	280
634	485	279
635	486	278
636	487	277
637	487	276
638	488	275
639	488	274
640	489	273
641	489	273
642	490	272
643	490	271
644	491	270
645	491	269
646	492	268
647	492	267
648	493	266
649	493	265
650	494	264
651	494	264
652	495	263
653	495	262
654	496	261
655	497	260
656	497	259
657	498	258
658	498	258
659	499	257
660	499	256
661	500	255
662	500	254
663	501	253
664	501	252
665	502	252
666	503	251
667	503	250
668	504	249
669	504	248
670	505	247
671	506	246
672	506	246
673	507	245
674	507	244
675	508	243
676	508	242
677	509	241
678	509	240
679	510	240
680	510	239
681	511	238
682	511	237
683	512	236
684	512	235
685	513	235
686	514	234
687	514	233
688	515	232
689	515	231
690	516	230
691	516	229
692	517	229
693	517	228
694	518	227
695	518	226
696	519	225
697	519	224
698	520	224
699	520	223
700	521	222
701	521	221
702	522	220
703	522	219
704	523	219
705	523	218
706	524	217
707	524	216
708	525	215
709	525	214
710	526	213
711	526	213
712	527	212
713	527	211
714	528	210
715	528	209
716	529	208
717	529	208
718	530	207
719	530	206
720	531	205
721	531	204
722	532	203
723	532	203
724	533	202
725	533	201
726	534	200
727	534	199
728	535	198
729	535	198
730	536	197
731	536	196
732	537	195
733	537	194
734	538	194
735	538	193
736	539	192
737	539	191
738	540	190
739	540	190
740	541	189
741	541	188
742	542	187
743	543	186
744	543	186
745	544	185
746	544	184
747	545	183
748	545	182
749	546	182
750	546	181
751	547	180
752	547	179
753	548	178
754	548	178
755	549	177
756	550	176
757	550	175
758	551	174
759	551	174
760	552	173
761	552	172
762	553	171
763	553	171
764	554	170
765	555	169
766	555	168
767	556	167
768	556	167
769	557	166
770	557	165
771	558	164
772	558	164
773	559	163
774	559	162
775	560	161
776	560	160
777	561	160
778	561	159
779	562	158
780	563	157
781	563	157
782	564	156
783	564	155
784	565	154
785	565	154
786	566	153
787	566	152
788	567	151
789	567	150
790	568	150
791	568	149
792	569	148
793	569	147
794	570	147
795	571	146
796	571	145
797	572	144
798	572	144
799	573	143
800	573	142
801	574	141
802	574	141
803	575	140
804	575	139
805	576	138
806	576	137
807	577	137
808	577	136
809	578	135
810	578	134
811	579	134
812	579	133
813	580	132
814	580	131
815	581	131
816	581	130
817	582	129
818	582	128
819	583	128
820	583	127
821	584	126
822	584	125
823	585	125
824	585	124
825	586	123
826	587	122
827	587	122
828	588	121
829	588	120
830	589	119
831	589	119
832	590	118
833	590	117
834	591	116
835	592	116
836	592	115
837	593	114
838	593	113
839	594	113
840	594	112
841	595	111
842	595	110
843	596	110
844	596	109
845	596	108
846	597	107
847	597	107
848	598	106
849	599	105
850	599	105
851	600	104
852	601	103
853	601	102
854	602	102
855	602	101
856	603	100
857	603	99
858	604	99
859	604	98
860	605	97
861	605	96
862	606	96
863	606	95
864	606	94
865	607	93
866	607	93
867	608	92
868	608	91
869	609	91
870	609	90
871	610	89
872	610	88
873	611	88
874	611	87
875	612	86
876	612	85
877	613	85
878	613	84
879	613	83
880	614	82
881	614	82
882	615	81
883	615	80
884	616	80
885	616	79
886	617	78
887	617	77
888	617	77
889	618	76
890	619	75
891	619	75
892	620	74
893	620	73
894	621	72
895	621	72
896	622	71
897	622	70
898	622	69
899	623	69
900	623	68
901	624	67
902	624	67
903	625	66
904	625	65
905	626	64
906	626	64
907	627	63
908	627	62
909	627	62
910	628	61
911	628	60
912	629	59
913	629	59
914	630	58
915	630	57
916	630	57
917	631	56
918	631	55
919	632	54
920	632	54
921	633	53
922	633	52
923	633	52
924	634	51
925	634	50
926	635	50
927	635	49
928	636	48
929	636	47
930	637	47
931	637	46
932	638	45
933	638	45
934	638	44
935	639	43
936	639	43
937	640	42
938	640	41
939	641	40
940	641	40
941	641	39
942	642	38
943	642	38
944	643	37
945	643	36
946	644	36
947	644	35
948	645	34
949	645	33
950	645	33
951	646	32
952	646	31
953	647	31
954	647	30
955	648	29
956	648	29
957	648	28
958	649	27
959	649	27
960	650	26
961	650	25
962	651	25
963	651	24
964	652	23
965	652	22
966	653	22
967	653	21
968	654	20
969	654	20
970	655	19
971	655	18
972	656	18
973	656	17
974	656	16
975	657	16
976	657	15
977	658	14
978	658	14
979	659	13
980	659	12
981	660	12
982	660	11
983	660	10
984	661	10
985	661	9
986	662	8
987	662	8
988	663	7
989	663	6
990	663	6
991	664	5
992	664	4
993	665	4
994	665	3
995	666	2
996	666	2
997	666	1
998	667	0
999	667	0
